,Unnamed: 0.1,Unnamed: 0,PET,text,label,category,source,bibliography,country,euph_status
0,2807,2807,Castidad,"La llegada de Pielrroja fue para Alfonso la revelación que le insinuaran las páginas más ardientes de Las tentaciones de San Antonio, cuando el santo en el desierto, siente que sucumbe ante los placeres de la carne. En ese trance acude un extranjero -un ángel- que lo redime. Pielrroja, ese tipo treintón que ha llegado borracho en hombros de sus hermanos, es quién debe librarlo de las arremetidas nocturnas de Margot, quien bajo la manta ausculta por el bajo vientre y se detiene interminablemente en el mástil de la [PET_BOUNDARY]Castidad[PET_BOUNDARY]. Y después esa lengua de cabrita brinca de la ingle a la entrepierna, solazándose primero con la vellosidad del pecho y luego dando vueltas y vueltas alrededor del objetivo, hasta aguar al cabo, el tronco y la cabeza aprendiz. ¡Ay hermanita, déjame que yo soy San Antonio y tú el mascardón que merodea la virtud! Pero Margot aprieta con fuerza las muñecas de Alfonso y él siente que las sustancias íntimas lo abandonan en un espasmo reprimido, casi parejo a los ronquidos de Madre.",1,Sexual Activity,REA (Corpes Siglo XXI),"Zaldívar, Mario: Después de la luz roja. San José: Perro Azul, 2001.",Costa Rica,always_euph
1,2699,2699,Escapada,"El malnacido de Martínez le había dado todo tipo de detalles sobre mi presunta  [PET_BOUNDARY]Escapada[PET_BOUNDARY] lujuriosa. Y ella lo había aceptado así como así, como si yo fuera un cualquiera. Hasta ese momento, yo siempre había pensado que lo peor a lo que se podía enfrentar un hombre era a una mujer que le exigiera explicaciones; pero supe que era aún peor una mujer que no exige ninguna explicación, porque eso complica de una manera atroz la satisfacción de la perenne necesidad de explicarse que casi todos los hombres tienen.",1,Employment/Finances,REA (Corpes Siglo XXI),"M. Reverte, Jorge: Gálvez en la frontera. Madrid: Santillana, 2001.",España,always_euph
2,2241,2241,Caída,"Las cifras de la Cámara Colombiana de Petróleo, Gas y Energía (Campetrol) muestran, en este sentido, que en 2019 el país había alcanzado 731 pozos perforados, un número que al compararse con el año anterior refleja la [PET_BOUNDARY]Caída[PET_BOUNDARY] de 41,1 % en el indicador.",1,Employment/Finances,REA (Corpes Siglo XXI),"Pérez Godoy, María Camila: «Proyectan aumento de 53% en pozos de desarrollo de crudo perforados para 2022». La República. www.larepublica.co: https://www.larepublica.co/economia/proyectan-aumento-de-53-en-pozos-de-desarrollo-de-crudo-perforados-para-2022-3324293, 2022-03-17.",Colombia,sometimes_euph
3,207,207,Desaparición forzada,"Canicoba solicitó la detención con fines de extradición de José Gavazzo, Manuel Cordero, Jorge Silveira, Julio Vadora y Hugo Campos Hermida (ya fallecido), de ser parte de un plan criminal dedicado a la comisión de ilícitos con la característica sistemática de [PET_BOUNDARY]Desaparición forzada[PET_BOUNDARY] de personas. Sin embargo, el Ministerio del Interior no cumplió con la detención y la Cancillería, hasta el momento, no cursó el petitorio a la Suprema Corte de Justicia, según la prensa.",1,Politics,REA (Corpes Siglo XXI),"«Uruguay: definirán extradiciones a Argentina por ""Plan Cóndor""». El Nuevo Herald. Miami: 2004-08-29",Estados Unidos,always_euph
4,1652,1652,Tintes políticos,"Consultado sobre este tema, el Gobernador Departamental de Copán, el nacionalista Juan Carlos Lagos, dijo haber hecho sus propias indagaciones sobre el caso y descartó que dicha acción estuviera ligada a una situación con [PET_BOUNDARY]Tintes políticos[PET_BOUNDARY], ""él (Tulio) es mi amigo, mi correligionario y lo estimo mucho, pero sobre esa parte, el tema no se puede calificar como un atentado político, no creo que sea por eso, yo respeto mucho al alcalde Tulio Sánchez, pero yo no creo que se trate de un atentado político",1,Politics,REA (Corpes Siglo XXI),"Meza, Víctor [coord.]: Honduras 2013: Proceso electoral, financiamiento y transparencia. Informe de monitoreo. Tegucigalpa: Centro de Documentación de Honduras, 2014.",Honduras,sometimes_euph
5,2703,2703,Escapada,"""Sucedió en el Perú"" cae como garúa en la sequía. ¿Fast Freud? Ayuno y abstinencia. De vez en cuando, una  [PET_BOUNDARY]Escapada[PET_BOUNDARY] por algún programa de cocina, como para tener una idea, siempre alerta, no se aparezca algún Don Pedrito internacional y ahí mismo quedo. Los documentales del Discovery son una maravilla. Cine por TV, nada. Se me hace como tomar vino en copita de pisco. Cierro la semana con ""Rueda de prensa"". Es muy divertido cuando hablan los cuatro a la vez. Cuando necesito algo de racionalidad y coherencia, acudo a Animal Planet.",1,Employment/Finances,REA (Corpes Siglo XXI),"Ferreyros, Alejandro: «Zapeando». Caretas. Lima: caretas.com.pe, 2001-10-11.",Peru,always_euph
6,2505,2505,Estrategia de salida,"El comisario de Asuntos Económicos, Joaquín Almunia, ha advertido hoy a los ministros reunidos en el Ecofin de los planes de la comisión contra los países que superan el límite de déficit como consecuencia del aumento de las prestaciones por desempleo y de los paquetes de estímulo fiscal contra la recesión. Frente a las advertencias, los países se han comprometido a definir una [PET_BOUNDARY]Estrategia de salida[PET_BOUNDARY] de la espiral de números rojos y deuda para recuperar la senda de la consolidación presupuestaria.",1,Politics,REA (Corpes Siglo XXI),"«Bruselas exige a España que vuelva al 3% de déficit en 2011». El País.com. Madrid: elpais.com, 2009-02-10.",España,sometimes_euph
7,640,640,Pasar un buen rato,"Por suerte, todo este teatrillo no es más que una excusa para meterse conmigo. Soy consciente de que no hablan en serio y que el mejor antídoto sería no hacerles caso. Pero no puedo, y ellos lo aprovechan para [PET_BOUNDARY]Pasar un buen rato[PET_BOUNDARY] a mi costa.",0,Bodily functions/parts,REA (Corpes Siglo XXI),"Palomares, Eduard: No cerramos en agosto. Barcelona: Libros del Asteroide, 2019",España,sometimes_euph
8,961,961,Dejar ir,"No el asesinato, sino la eutanasia. Yo creo que es incluso cristiano [PET_BOUNDARY]Dejar ir[PET_BOUNDARY] a alguien que ya no tiene sentimientos ni conocimiento y lo único que hace es sufrir y hacer sufrir a quién le está cuidando. La compasión deberíamos aplicarla sin tanta demonición. Sé que es muy controvertido porque la religión católica lo prohíbe. Pero la Iglesia tiene que evolucionar para ayudar a morir.",1,Death,REA (Corpes Siglo XXI),"Barrio, Ana del: «Paca Tricio: ""Los mayores estamos hartos de ser invisibles""». El Mundo. https://www.elmundo.es: elmundo.es, 2019-06-10.",España,sometimes_euph
9,1926,1926,Prenda íntima,"El recorrido a veces era lento, a veces frenético por las callecitas empinadas de Puerto Príncipe. Lento porque la caravana debía saludar a la multitud que desde las veredas agitaban banderas haitianas, pañuelos y, las chicas, alguna [PET_BOUNDARY]Prenda íntima[PET_BOUNDARY].",1,Physical/Mental Attributes,REA (Corpes Siglo XXI),"Biffi, Pablo: «Haití: ingreso triunfal rebelde en la capital, copada por los marines». Clarín.com. Buenos Aires: clarin.com, 2004-03-02.",Argentina,always_euph
10,781,781,Sin techo,"En un vecindario próspero de Muzaffarabad, capital de la Cachemira paquistaní, donde se cree que hay 11000 muertos y miles más [PET_BOUNDARY]Sin techo[PET_BOUNDARY], la búsqueda de comida tomó un cariz violento ayer. Decenas de hombres, jóvenes y viejos, enfrentaron a los dueños de tiendas, y ambos bandos intercambiaron pedradas y palazos. Los saqueadores aparentemente se llevaron la peor parte, ya que huyeron y algunos sangraban de heridas en la cabeza. Al otro lado de la calle, otros robaban harina de tiendas desiertas.",1,Politics,REA (Corpes Siglo XXI),"«Cachemira: los fallecidos pueden llegar a 40 000». elcomercio.com. Quito: elcomercio.com, 2005-10-11",Ecuador,sometimes_euph
11,2359,2359,No vidente,"Acuña de Figueroa 1790. ""Ver no es el límite de la realidad"", dice Barros, pintor [PET_BOUNDARY]No vidente[PET_BOUNDARY] que explica que, con su trabajo, alcanza ""una visión por la que todos los otros modos de ver parecen ser no ver"".",1,Bodily functions/parts,REA (Corpes Siglo XXI),"«Luz y sombra». Lanación.com. Buenos Aires: lanacion.com.ar, 2005-03-27.",Argentina,always_euph
12,39,39,Desocupado,"Esa misma noche, venciendo el cansancio del viaje, me dejé llevar por Maryse al teatro, que no era gran cosa y estaba poco iluminado. En todo caso, a las seis y media, hora en que comenzaba el espectáculo, no había un asiento [PET_BOUNDARY]Desocupado[PET_BOUNDARY] a pesar de ser aquélla su tercera función. La salida de Maryse al escenario fue saludada con un largo aplauso. Ajustada a su cabeza llevaba una máscara veneciana que semejaba la cara de un gato, su cuerpo envuelto en un provocativo manto de seda blanca que acentuaba las sinuosidades de sus movimientos. ",0,Politics,REA (Corpes Siglo XXI),"Benítez Rojo, Antonio: Mujer en traje de batalla. Madrid: Alfaguara, 2001",Cuba,sometimes_euph
13,1449,1449,Comida rápida,"Actualmente –afirma Mirta Crovetto– la gran oferta de alimentos elaborados y la publicidad de las cadenas de [PET_BOUNDARY]Comida rápida[PET_BOUNDARY] han determinado un desplazamiento de los alimentos protectores de la salud como son los pescados, frutas, verduras y legumbres, por otros con mayor contenido de grasa.",1,Politics,REA (Corpes Siglo XXI),"Velasco, Margarita: «HEMOS CAMBIADO NUESTRA FORMA DE ALIMENTARNOS». Revista de Nutrición XXI. Santiago de Chile: Instituto de Nutrición y Tecnología de los Alimentos de la Universidad de Chile, 2001-09-01",Chile,always_euph
14,2289,2289,Desproporcionado,"Imposible de confundir este Rodríguez Brindisi, no sé si por su figura algo [PET_BOUNDARY]desproporcionada[PET_BOUNDARY] o por su mala estrella.",1,Bodily functions/parts,REA (Corpes Siglo XXI),"Majfud, Jorge: La reina de América. Alicante: Biblioteca Virtual Miguel de Cervantes, 2004.",Uruguay,sometimes_euph
15,523,523,Hombre libre,"1512: Leyes de Burgos reconociendo como [PET_BOUNDARY]Hombre libre[PET_BOUNDARY] al indio, aunque este sigue adscrito al régimen de explotación con la obligación de pagar tributo a la Corona.",0,Politics,REA (Corpes Siglo XXI),"García de Brens, Lilliam: Cultura indígena y educación natural. Santo Domingo: Banco Central de la República Dominicana, 2004",Republica Dominicana,sometimes_euph
16,579,579,Buscar nuevos horizontes,"Aunque se ganó rápidamente la confianza del capo, no obtuvo un aumento de sueldo. La imperiosa necesidad de seguir escalando posiciones y aumentando la billetera, llevó a Johnny a [PET_BOUNDARY]Buscar nuevos horizontes[PET_BOUNDARY]. Empacó maletas y se fue a probar suerte esta vez a Bolivia, ya no como raspachín o recolector de hojas de coca sino como trabajador en un laboratorio para el procesamiento de cocaína.",1,Employment/Finances,REA (Corpes Siglo XXI),"López, Andrés; Ferrand, Juan Camilo: Las muñecas de los narcos. Madrid: Aguilar, 2010.",Colombia,sometimes_euph
17,2035,2035,Deuda soberana,"Costa Rica tendrá que pagar, ahora, una tasa del 7,158% anual por la emisión de [PET_BOUNDARY]Deuda soberana[PET_BOUNDARY] a 30 años plazo.",1,Politics,REA (Corpes Siglo XXI),"«Endeudamiento externo más caro». La Nación. San José: nacion.com, 2015-03-09.",Costa Rica,always_euph
18,1441,1441,Silenciar,"El relativismo de las eventuales coincidencias de la derecha y de la izquierda se justifica en el plano de la política práctica, tal como se expresa sobre todo por la lucha de los partidos en las Asambleas, pero presenta el inconveniente de insistir demasiado en la dependencia mutua de las dos fuerzas en tanto que miembros de un mismo sistema, y de [PET_BOUNDARY]Silenciar[PET_BOUNDARY] los grandes principios y las oposiciones fundamentales. Pero los compromisos, los cambios de programa e incluso el paso de ciertas ideas de un campo a otro, creo que no implican un pragmatismo total.",1,Politics,REA (Corpes Siglo XXI),"Fernández Campo, Sabino: Escritos morales y políticos. Oviedo: Nobel, 2003",España,sometimes_euph
19,1740,1740,Autocracia,"Sin recurrir como explicación a la que convencionalmente ha sido denominada, en otras ocasiones, ""la crisis de las ideologías"", parece posible considerar que en América Latina, como en otras partes del mundo, se vive un estado de aguda desorientación ideológica, si es que no de franco extravío ideológico. Es indicio de esta situación el hecho de que en el lenguaje político se han vuelto comunes expresiones tales como ""agotamiento del modelo"", ""crisis de la democracia"" y ""neomilitarismo""; y han recobrado vigencia expresiones tales como ""autoritarismo"", [PET_BOUNDARY]Autocracia[PET_BOUNDARY], ""oligarquía"" y ""continuismo"", que fueron usuales en el siglo XIX y buena parte del XX.",1,Politics,REA (Corpes Siglo XXI),"Carrera Damas, Germán: Alternativas ideológicas en América Latina contemporánea (el caso de Venezuela, bolivarianismo-militarismo). Caracas: Univ. Central de Ven., Fac. de Humanidades y Educac., Escuela de Hist., 2001",Venezuela,always_euph
20,738,738,Pocos recursos,"""Se destacan las labores sociales voluntarias y comprometidas con los sectores de menores recursos, efectuadas generosamente por las mujeres de los soldados en beneficio de los sectores de [PET_BOUNDARY]Pocos recursos[PET_BOUNDARY], a través de las fundaciones CEMA Chile... etc."". La intencionalidad de lo expresado en tal comunicado es evidente y no requiere de mayores comentarios.",1,Employment/Finances,REA (Corpes Siglo XXI),"Agnic Krstulovic, Ozren: PINOCHET S.A. La base de la fortuna. Santiago de Chile: RIL, 2006",Chile,sometimes_euph
21,577,577,Buscar nuevos horizontes,"""Llevamos Sin Escalas a canal 42 en un afán de crecimiento y [PET_BOUNDARY]Buscar nuevos horizontes[PET_BOUNDARY], con una programación muy interesante donde los presentadores interactúan con los televidentes"", comentó Mauricio Mora, Productor y Director de este espacio.",0,Employment/Finances,REA (Corpes Siglo XXI),"Zúñiga Ureña, Lucrecia: «Viaje ""Sin escalas"" a través de Extra TV42». La Prensa Libre. San José: prensalibre.co.cr, 2008-12-11",Costa Rica,sometimes_euph
22,2229,2229,Mentira blanca,"Ella dejó a su marido años atrás por borracho, mujeriego y jugador ""por ser Jorge Negrete, básicamente"" y ha criado a sus hijos bajo una [PET_BOUNDARY]Mentira blanca[PET_BOUNDARY] y moralina (el noble padre fallecido) pero también con una verdad irrebatible y palpable.",1,Physical/Mental Attributes,REA (Corpes Siglo XXI),"Diezmartínez, Ernesto: «Una película de la Época de oro dinamitó las convenciones de género». Letras Libres. letraslibres.com: https://letraslibres.com/cine-tv/una-pelicula-de-la-epoca-de-oro-dinamito-las-convenciones-de-genero/, 2018-03-26.",Mexico,always_euph
23,2214,2214,Cambio de estilo de vida,"El volumen económico que se esconde tras este [PET_BOUNDARY]Cambio de estilo de vida[PET_BOUNDARY] es, igual que esta enorme feria de las vanidades, descomunal. Por eso, en CeBIT no sólo se ven los «cacharros» del futuro, sino los negocios del futuro.",1,Employment/Finances,REA (Corpes Siglo XXI),"Nieves, José Manuel: «LA FERIA DE LAS VANIDADES». ABC.es. Madrid: abc.es, 2006-03-15.",España,always_euph
24,1086,1086,Hueso ancho,"Otros resaltan la importancia de la incidencia de estos huesos suturales definidos como huesos accesorios que aparecen principalmente en las suturas posteriores, siendo producto de anomalías en la formación de los [PET_BOUNDARY]huesos anchos[PET_BOUNDARY] del cráneo por alteraciones metabólicas del mesodermo.",0,Bodily functions/parts,REA (Corpes Siglo XXI),"Alzate Mejía, Oscar Andrés; Giraldo Hoyos, Nicolás; Alvarán Arango, Liz Verónica: «Reconteo de los huesos del esqueleto humano». Revista de la Facultad de Medicina de Colombia. Bogotá: revistas.unal.edu.co, 2016.",Colombia,sometimes_euph
25,2829,2829,Llamada,"El incario había llegado en su tiempo a un grado cultural, en muchos aspectos, superior al de Europa. Daba al banquete un motivo ceremonial, de rito, para honrar a sus dioses en la fiesta del Raimi, la principal y la más solemne de su ciclo anual. El Inca Garsilaso de la Vega refiere que en la gran fiesta al Sol, [PET_BOUNDARY]Llamada[PET_BOUNDARY] Raimi, entre los muchos festejos realizaba el banquete imperial que presidía el monarca. ""El empleo de los Chasquis no se limitaba a trasmitir comunicaciones oficiales. Con mucha frecuencia trasportaban varios objetos para el consumo de la corte, y por este medio el pescado del remoto Océano, frutas, caza y diferentes productos de las cálidas regiones de la costa, llegaban a la capital en buen estado, y se servían frescos a la mesa real.",0,Physical/Mental Attributes,REA (Corpes Siglo XXI),"Paredes-Candia, Antonio: El banquete, su historia y tradición en Bolivia. La Paz: Ediciones Isla, 2001.",Bolivia,sometimes_euph
26,2318,2318,Picaresco,En la casa de cambio están escuchando el mismo programa de radio y los empleados se están riendo de un chiste [PET_BOUNDARY]Picaresco[PET_BOUNDARY] que acaba de hacer el locutor.,0,Employment/Finances,REA (Corpes Siglo XXI),"Delgado, Gonzalo; Stoll, Pablo; Rebella, Juan P.: Whisky. Montevideo: Artefato, Lapzus, Control Z Films, 2005.",Uruguay,sometimes_euph
